id	truth_id	hashtag_id
504	5097	235
505	5097	218
506	5097	219
507	5097	236
508	5097	237
509	5101	23
510	5101	238
511	5115	239
512	5121	239
513	5123	203
514	5124	200
515	5125	181
516	5129	185
517	5130	206
518	5130	240
519	5140	220
520	5142	241
521	5145	206
522	5159	188
523	5162	87
524	5163	203
525	5164	203
526	5172	87
527	5208	87
528	5240	242
529	5240	61
530	5284	242
531	5284	61
532	5285	242
533	5285	61
534	5300	243
535	5310	242
536	5310	61
537	5312	242
538	5353	23
539	5382	42
540	5395	190
541	5414	242
542	5421	23
543	5494	244
544	5494	245
545	5495	244
546	5496	244
547	5497	244
548	5498	244
549	5499	244
550	5500	244
551	5520	246
552	5521	246
553	5522	246
554	5524	247
555	5525	246
556	5526	246
557	5529	247
558	5530	246
559	5531	246
560	5535	190
561	5554	242
562	5571	242
563	5571	248
564	5572	249
565	5581	40
566	5631	250
567	5631	251
568	5631	103
569	5632	252
570	5632	253
571	5632	254
572	5632	103
573	5636	103
574	5636	253
575	5636	255
576	5636	256
577	5638	103
578	5639	103
579	5639	255
580	5639	253
581	5641	103
582	5641	257
583	5644	103
584	5644	253
585	5644	257
586	5646	258
587	5646	259
588	5646	260
589	5646	103
590	5646	261
591	5648	103
592	5648	253
593	5649	252
594	5649	103
595	5649	253
596	5649	262
597	5649	263
598	5653	103
599	5653	262
600	5653	253
601	5655	85
602	5655	103
603	5655	253
604	5658	103
605	5658	258
606	5658	255
607	5659	103
608	5659	262
609	5659	252
610	5662	103
611	5662	48
612	5663	103
613	5663	253
614	5664	103
615	5665	103
616	5665	252
617	5665	253
618	5666	103
619	5666	264
620	5722	42
621	5724	265
622	5782	40
623	5811	266
624	5839	182
625	5872	267
626	5887	268
627	5890	269
628	5892	270
629	5898	87
630	5905	271
631	5906	272
632	5916	273
633	5931	274
634	5964	275
635	5982	276
636	6187	277
637	6485	278
638	6492	278
639	6638	279
640	6649	280
641	6656	280
642	6665	161
643	6665	43
644	6699	281
645	6700	115
646	6703	101
647	6705	101
