NSID,W1GrssyrMP,W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W6NEETAct,W8DGHQSC,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8DACTIVITY,W8QDEB2,W8QMAFI,W8DINCW
NS21578D,-1,-1,3,1,2,0,1,2,1,9,16,1,1,1,1,0,0,1,1,0,2,2,0,3,1,4,-91,2,1,1,3,36,1,2,1,3,2,2,2,1,7,-91,1,2,2,1,2,2,9,4,4,2,11,-91,0,1,2,1,2,2,3,1000,3,320.47
NS12490S,8320,29120,1,2,2,2,1,2,1,9,20,1,1,1,1,0,2,1,0,0,2,3,0,5,1,2,3,2,1,1,3,37,6,1,4,2,2,2,1,5,13,-91,1,2,2,2,1,-91,1,4,4,2,11,-91,3,1,5,2,2,4,6,1000,3,320.45
NS10600E,-99,-99,-99,-99,-99,1,1,5,1,20,-99,2,3,6,2,0,1,1,0,0,2,2,0,-99,4,3,2,1,2,2,3,35,0,2,1,-91,2,2,1,5,15,-91,2,1,2,2,2,2,9,4,4,-94,12,1,-1,1,3,1,2,5,11,-1,3,320.43
NS16614C,-999,-999,2,1,2,0,1,6,1,15,-98,-98,2,2,-98,0,0,2,0,0,5,2,1,4,1,2,4,2,2,1,3,41,1,2,2,3,-1,2,2,5,14,-91,1,1,2,1,2,2,9,4,4,2,16,-91,2,1,1,1,2,4,1,600,2,320.42
NS22575W,13832,35832,1,2,2,1,1,2,1,15,20,1,1,1,1,0,1,1,0,0,2,2,0,4,1,3,2,2,2,1,3,31,0,2,2,4,2,2,2,5,16,-91,1,2,2,1,2,2,9,4,4,2,15,-91,0,1,1,1,2,4,1,-1,3,320.4
NS21250Z,10218,10218,1,1,2,1,1,2,1,9,-98,-98,1,1,-98,0,1,1,0,0,5,2,1,3,1,2,2,2,2,2,3,42,1,2,4,3,2,2,2,5,11,-91,1,1,2,1,2,2,9,4,4,2,6,-91,1,1,1,1,2,4,1,-8,3,320.4
NS17914E,25292.8,47496.8,1,1,2,1,1,2,1,4,16,1,1,1,1,0,1,1,0,0,2,2,0,5,1,1,3,-1,1,2,3,28,3,1,2,4,2,2,2,5,12,-91,2,1,2,2,1,-91,1,4,4,2,17,-91,2,1,4,2,1,5,5,-1,1,320.38
NS21406M,-91,34320,10,1,2,3,1,1,1,2,5,1,3,6,1,0,3,1,0,0,2,4,0,-94,1,1,5,2,2,2,3,41,0,2,1,-91,2,1,2,5,17,-91,2,1,2,2,1,-91,1,4,4,2,11,-91,4,1,1,1,1,5,1,100,2,320.36
NS16506H,-92,-92,2,1,1,1,1,2,1,2,4,1,2,2,1,0,1,1,0,0,2,2,0,1,1,4,4,2,1,1,2,46,0,2,1,4,2,2,2,5,19,-91,2,1,2,2,2,1,9,4,4,2,10,-91,1,1,8,2,2,4,10,-1,1,320.35
NS22869M,22200,33010.8,1,1,2,0,1,2,1,18,8,1,1,1,1,0,0,2,0,0,2,2,0,7,1,2,1,-1,2,1,2,32,10,2,4,-91,2,2,2,5,16,-91,1,1,2,2,2,1,3,4,1,2,17,-91,4,1,1,1,1,4,2,-1,3,320.34
NS15575Y,14400,-92,2,1,2,0,1,2,1,2,7,1,2,2,1,0,0,1,1,0,2,2,0,1,1,2,3,2,2,1,3,35,0,2,2,3,1,2,2,5,14,-91,2,1,2,2,2,2,9,4,4,2,14,-91,2,1,1,1,1,4,1,30000,2,320.32
NS20624H,4791.8,4791.8,2,1,2,1,1,2,2,15,-98,-98,2,2,-98,0,0,2,1,0,2,3,1,6,3,1,2,1,1,1,3,34,6,1,4,2,1,1,1,5,11,-91,1,1,2,1,2,2,3,4,1,2,9,-91,12,1,1,1,2,4,1,-1,2,320.32
NS24200N,5408,50408,2,1,2,0,1,6,1,17,4,1,2,2,1,0,0,1,0,0,2,1,0,1,2,2,4,2,1,1,3,25,8,2,4,1,2,1,1,5,9,-91,2,1,2,1,2,2,9,4,4,2,8,-91,-1,1,1,1,1,4,1,-1,-1,320.25
NS11441A,-92,-92,1,1,2,0,1,2,1,20,13,1,2,2,1,0,0,1,0,0,2,1,0,6,1,2,3,2,1,1,3,41,0,2,1,3,1,2,2,5,18,-91,2,1,2,2,1,-91,1,4,4,2,16,-91,2,1,2,1,1,1,3,-1,1,320.19
NS17602B,28500,28500,1,1,2,0,1,1,1,-98,2,1,-98,-98,1,0,0,1,1,1,-98,2,1,2,1,1,5,2,2,2,3,42,6,2,3,5,2,2,2,5,11,-91,1,1,2,2,1,-91,1,4,4,2,8,-91,1,1,1,1,2,2,1,0,2,320.16
NS23193V,-1,-1,1,1,2,1,1,2,1,2,-98,-98,1,1,-98,0,1,1,0,1,4,2,1,2,1,1,5,2,1,1,3,42,0,2,1,3,2,2,2,5,18,-91,1,1,2,2,1,-91,9,4,4,2,17,-91,0,1,1,1,2,2,1,2200,2,320.16
NS23579W,-999,-999,1,1,2,0,1,2,1,6,2,1,1,1,1,0,0,1,0,1,5,1,0,2,1,1,3,2,1,2,3,40,4,2,2,2,2,2,2,5,16,-91,1,1,2,2,1,-91,1,4,4,2,13,-91,1,1,1,1,2,2,1,2000,1,320.16
NS20478F,6825,-92,2,1,2,2,1,2,1,5,13,1,2,2,1,0,2,1,0,0,2,3,0,4,1,3,2,2,1,-92,3,33,0,2,2,4,-1,2,-1,5,13,-91,1,1,2,1,2,2,9,4,4,2,12,-91,0,1,1,1,1,7,14,500,2,320.08
NS11820T,2340,-99,2,1,2,2,1,2,1,14,-99,1,2,2,1,0,2,1,0,0,2,3,0,-99,1,3,3,1,-92,1,3,19,2,-1,-1,1,2,1,2,2,9,-91,1,2,2,2,2,2,9,4,4,2,12,3,2,1,9,2,2,4,13,13000,3,319.93
NS16458F,-92,-92,1,1,2,3,1,1,1,2,-98,-98,1,1,-98,0,2,2,0,0,5,4,1,1,1,1,4,2,1,2,3,34,3,2,2,6,2,2,2,5,11,-91,1,1,2,1,2,2,9,4,4,2,14,-91,2,1,1,1,1,4,1,1000,2,319.85
NS20738J,-999,-999,1,1,2,1,1,2,1,15,20,1,1,1,1,0,1,1,0,0,2,2,0,4,4,1,3,1,2,1,3,29,2,1,2,-91,2,2,1,5,17,-91,2,1,2,2,2,1,3,4,1,2,16,-91,1,1,1,1,1,5,1,-1,2,319.85
NS18601W,2422.68,-92,2,1,2,0,1,2,1,2,2,1,2,2,1,0,0,1,0,0,2,1,0,1,1,2,3,-92,-92,-92,2,30,-92,1,-92,-91,-92,1,2,5,13,-91,2,1,2,1,2,2,1,4,4,2,11,-91,1,1,1,1,1,5,1,-1,2,319.83
NS23749R,10920,28920,1,1,2,1,1,2,1,4,13,1,1,1,1,0,1,1,0,0,2,2,0,6,1,1,4,2,1,1,3,43,4,2,2,4,2,1,2,5,16,-91,1,2,2,1,2,2,9,4,4,2,19,-91,1,1,1,1,2,2,1,10000,2,319.59
NS19472A,8330.4,53330.4,2,1,2,1,1,2,1,6,13,1,2,2,1,0,1,1,0,0,2,2,0,1,1,-1,5,2,1,2,3,30,0,2,1,2,2,2,2,4,7,-91,1,1,1,1,2,1,9,4,4,2,9,-91,0,1,2,1,1,5,3,1000,1,319.51
NS13854Y,-91,70000,10,1,2,0,1,1,1,2,2,1,3,6,1,0,0,1,1,1,2,2,0,1,1,2,5,2,2,2,2,37,3,2,3,3,2,2,2,5,17,-91,2,1,2,2,1,-91,1,4,4,2,9,-91,5,1,1,1,2,4,1,0,2,319.51
NS20886G,7132.32,7132.32,2,2,1,0,1,4,2,16,-98,-98,2,2,-98,0,0,1,1,0,5,2,1,6,1,2,2,2,1,2,3,30,0,2,1,2,2,2,2,5,12,-91,1,1,2,2,2,2,9,4,4,2,13,1,0,1,1,1,2,4,1,440,2,319.48
NS18939V,27000,27000,1,1,1,4,1,6,1,2,-98,-98,1,1,-98,0,0,1,0,0,5,1,1,1,1,2,4,2,1,2,2,30,1,2,2,3,2,2,1,5,16,-91,2,1,2,2,2,1,3,4,1,2,15,-91,3,1,1,1,1,7,1,-1,2,319.46
NS12151J,10000,15000,3,1,2,0,1,5,1,19,15,1,1,1,1,0,0,1,0,0,2,1,0,4,3,1,5,2,2,2,3,31,1,2,2,-91,2,1,2,5,10,-91,1,1,2,2,1,-91,1,4,4,2,19,-91,0,1,1,1,1,2,1,1000,1,319.46
NS25374C,7332,-92,2,1,2,5,1,2,1,6,6,1,2,2,1,0,3,3,1,0,2,7,0,7,1,2,2,2,2,1,3,37,2,2,2,-91,2,2,2,5,13,-91,2,1,2,2,2,1,9,4,4,2,9,-91,0,1,1,1,2,4,1,-1,2,319.46
NS16880P,-91,-91,11,1,1,0,1,1,1,7,15,3,3,7,7,0,0,1,0,0,2,1,0,1,1,2,4,2,2,2,3,46,0,2,1,3,2,2,2,5,15,-91,1,2,2,2,1,-91,1,4,4,2,14,-91,0,1,1,1,1,1,1,-1,1,319.38
NS15952P,-92,-92,2,1,2,1,1,2,1,15,15,1,2,2,1,0,1,1,0,0,2,2,0,5,1,3,5,2,1,-92,3,37,2,2,3,3,2,2,2,1,15,-91,2,2,2,2,2,2,9,4,4,1,9,2,0,1,4,2,2,4,5,1500,3,319.38
NS12896H,3283.28,44283.28,2,1,2,1,1,2,1,15,4,1,2,2,1,0,0,2,1,0,2,3,0,1,1,-1,2,-96,-96,-96,1,-96,0,2,1,-91,2,2,2,5,13,-91,2,1,2,2,2,1,9,4,4,2,8,-91,-1,-8,1,1,1,7,2,-1,5,319.35
NS18688K,-91,-91,10,1,2,0,1,2,1,7,-98,-98,3,6,-98,0,0,1,0,1,7,1,1,2,1,3,5,2,2,1,3,38,0,2,1,4,2,2,2,5,17,-91,2,1,2,2,1,-91,9,4,4,2,12,-91,0,1,1,1,2,1,1,-1,2,319.34
NS22086F,15840,15840,1,1,2,0,1,4,1,4,-98,-98,1,1,-98,0,0,1,1,1,4,2,1,3,1,2,4,1,1,1,3,32,2,2,3,2,2,2,2,5,15,-91,2,2,2,1,2,1,9,4,4,2,6,-91,2,1,10,2,2,2,14,-1,2,319.15
NS17937X,14560,14560,1,1,2,0,1,2,1,7,-98,-98,1,1,-98,0,0,1,0,0,5,1,1,3,1,1,2,1,1,1,3,42,0,1,1,3,2,2,2,5,15,-91,1,1,2,1,2,1,9,4,4,2,15,-91,1,1,1,1,1,7,1,500,1,319.13
NS26083K,9600,22404,2,1,1,2,1,2,1,7,13,1,2,2,1,0,2,1,0,0,3,3,0,5,1,2,2,2,1,1,3,27,6,2,4,5,2,1,2,4,9,-91,1,2,2,1,2,2,9,4,4,2,11,-91,5,2,4,2,2,4,5,5000,3,319.12
NS14585X,5400,40400,2,1,2,1,1,2,1,15,8,1,2,2,1,0,1,1,0,0,2,2,0,2,1,3,-91,2,1,2,3,36,2,2,2,3,1,2,2,1,16,-91,1,2,2,2,2,2,9,4,4,2,9,1,5,1,2,1,1,7,3,0,1,319.09
NS25307T,13260,74616,1,1,2,0,1,2,1,9,7,1,1,1,1,0,0,1,1,0,2,2,0,1,8,2,3,2,1,1,3,34,0,2,1,5,2,2,2,5,14,-91,1,1,2,1,2,2,9,4,4,2,12,-91,7,1,1,1,2,4,1,-1,3,319.05
NS24739S,45000,56500,1,1,1,0,1,2,1,4,9,1,1,1,1,0,0,1,1,0,2,2,0,5,1,1,3,2,1,2,3,38,3,2,3,4,1,2,2,5,9,-91,1,1,2,2,1,-91,1,4,4,2,12,-91,0,1,2,1,2,2,4,-1,1,319.02
NS10913J,6292,6292,2,1,2,1,1,2,1,15,-98,-98,2,2,-98,0,1,1,0,0,6,2,1,6,1,3,0,1,1,1,3,25,1,2,2,6,2,2,2,5,14,-91,2,1,2,1,2,1,9,4,4,2,10,-91,0,1,1,1,1,4,1,-1,1,319.02
NS23145Z,-99,-99,-99,-99,-99,-99,1,2,1,-99,-99,1,1,1,1,0,0,0,2,0,2,2,0,-99,1,4,2,2,1,2,-99,31,0,2,1,2,1,2,2,5,5,-91,2,2,2,2,2,1,9,4,4,2,11,-91,2,1,1,1,2,3,1,0,2,318.9
NS13905D,15400,15400,1,1,2,0,1,6,1,2,-98,-98,1,1,-98,0,0,1,0,0,5,1,1,3,1,2,5,2,2,-92,3,25,0,2,2,5,2,2,2,5,14,-91,2,1,2,2,1,-91,1,4,4,2,15,-91,4,1,1,1,1,7,2,-1,3,318.89
NS23091Q,5400,28657,5,1,2,0,1,2,2,15,15,1,3,3,1,0,0,1,0,0,2,1,0,3,1,2,3,2,-1,1,3,37,0,2,2,3,1,1,2,5,17,-91,2,1,2,1,2,2,9,4,4,2,16,-91,12,1,1,1,2,7,1,-1,2,318.86
NS13056H,-91,-91,2,1,2,1,1,2,1,15,-98,-98,2,2,-98,0,1,1,0,0,4,2,1,-94,1,4,3,2,1,1,3,26,2,2,2,3,2,2,2,5,7,-91,1,1,2,2,2,2,9,4,4,2,15,1,2,1,1,1,2,4,1,3000,3,318.86
NS10060J,-91,-92,10,1,2,0,1,2,1,7,4,1,3,6,1,0,0,1,1,0,2,2,0,3,1,3,3,2,1,1,3,24,0,2,2,2,1,2,2,5,16,-91,1,1,2,1,2,2,9,4,4,2,11,-91,0,1,1,1,1,2,2,-1,2,318.86
NS22784T,8424,8424,2,1,2,0,1,6,1,15,-98,-98,2,2,-98,0,0,1,0,0,1,1,1,3,2,4,-91,1,1,1,3,25,1,1,1,2,1,2,2,4,4,-91,2,2,1,1,2,2,7,4,4,2,5,-91,0,1,1,1,2,4,1,3000,2,318.83
NS18371B,9375.6,-92,1,1,2,1,1,2,1,9,19,1,1,1,1,0,0,2,0,0,2,2,0,7,1,2,3,1,1,2,2,28,0,2,1,2,2,2,2,5,13,-91,1,1,2,1,1,-91,1,4,4,2,10,-91,5,1,1,1,1,7,1,-1,1,318.77
NS11728A,10275.2,10275.2,1,1,2,0,1,2,1,15,-98,-98,1,1,-98,0,0,1,0,0,4,1,1,5,1,4,3,2,2,1,3,28,0,2,1,-91,2,2,2,5,15,-91,2,1,2,2,2,1,9,4,4,2,10,-91,0,1,1,1,1,4,1,1500,3,318.74
NS20182M,-1,-1,2,1,1,1,1,2,1,9,20,1,2,2,1,0,1,1,0,0,2,2,0,2,1,4,-91,2,2,1,3,31,0,2,2,-91,2,2,2,1,11,-91,1,1,1,1,2,1,9,4,4,2,15,-91,0,1,2,1,1,7,3,1100,3,318.73
NS25218M,17160,40248,1,1,2,0,1,2,1,15,4,1,1,1,1,0,0,2,0,0,2,2,0,2,1,1,2,2,2,2,3,40,0,2,1,2,2,2,2,5,13,-91,1,1,2,1,1,-91,1,4,4,2,10,-91,2,1,1,1,2,7,1,200,2,318.7
NS24221D,28600,28600,2,1,2,1,1,1,1,2,-98,-98,2,2,-98,0,0,2,0,0,5,2,1,2,1,1,5,2,1,1,2,42,1,2,2,2,1,1,1,5,9,-91,1,1,2,1,1,-91,1,4,4,2,17,-91,10,1,1,1,1,4,1,7000,3,318.63
NS24636M,22500,22500,1,1,2,0,1,2,2,-98,4,1,-98,-98,1,0,0,2,0,0,-98,2,1,3,1,1,5,2,1,2,3,44,0,2,1,2,1,2,2,5,5,-91,1,2,2,1,2,2,9,4,4,2,12,-91,8,1,5,2,2,4,6,3000,5,318.58
NS11262L,41000,41000,1,1,1,1,1,2,1,1,-98,-98,1,1,-98,0,1,1,0,0,5,2,1,2,1,1,3,2,2,1,3,37,0,2,2,2,1,2,2,5,13,-91,1,1,2,2,1,-91,1,4,4,2,16,-91,1,1,1,1,1,5,1,30000,2,318.48
NS19196M,2106,-99,2,1,2,1,1,4,1,20,-99,3,2,2,3,0,1,1,1,0,2,2,0,-99,1,4,3,2,1,2,3,37,0,1,-1,2,2,2,2,1,9,-91,1,2,2,1,2,2,9,4,4,2,8,-91,0,1,1,1,2,2,1,2200,1,318.46
NS24996L,-91,-91,10,1,2,3,1,2,1,3,-98,-98,3,6,-98,0,3,1,0,0,5,4,1,3,1,1,5,2,-1,2,3,42,2,2,3,5,1,2,2,5,17,-91,1,1,2,2,1,-91,9,4,4,2,17,-91,9,1,1,1,2,4,1,6500,5,318.28
NS24832M,5631.6,28953.6,2,1,2,1,1,2,1,15,9,1,2,2,1,0,1,1,0,0,2,2,0,5,1,3,2,2,2,2,3,37,0,2,1,6,2,2,2,5,13,-91,1,1,2,1,2,2,9,4,4,2,13,-91,4,1,1,1,2,7,1,-1,2,318.26
NS23679Y,14400,31456,1,1,1,0,1,2,1,20,13,1,1,1,1,0,0,1,0,0,2,1,0,3,1,2,2,-92,-92,2,3,31,3,2,3,2,2,2,2,5,14,-91,1,2,2,1,1,-91,1,4,4,2,15,-91,4,1,1,1,2,4,1,6000,2,318.24
NS19953Y,4908.8,18569.2,2,1,2,0,1,2,1,8,13,1,2,2,1,0,0,1,0,0,2,1,0,5,1,2,2,2,1,1,3,32,0,2,2,5,2,2,2,5,19,-91,2,2,2,2,1,-91,1,4,4,2,15,-91,0,1,5,2,2,5,6,38000,3,318.23
NS24080Q,8112,-1,5,1,2,0,1,2,1,16,4,1,3,3,1,0,0,1,0,0,2,1,0,4,1,2,3,2,1,1,3,38,1,2,3,3,1,2,2,5,17,-91,1,1,2,1,1,-91,1,4,4,2,17,-91,0,1,1,1,1,4,1,32000,3,318.22
NS22615F,-91,-91,10,1,2,0,1,1,1,5,5,3,3,6,8,0,0,1,1,0,2,2,0,1,1,2,1,2,2,2,3,32,0,2,2,4,2,2,2,5,15,-91,1,1,2,1,2,2,9,4,4,2,14,-91,1,1,1,1,2,7,1,-1,2,318.16
NS20586A,-91,-1,10,1,2,0,1,2,1,5,2,1,3,6,1,0,0,1,1,0,2,2,0,3,1,1,2,2,1,1,3,30,0,2,1,4,1,2,2,5,16,-91,1,1,2,2,1,-91,1,4,4,2,15,-91,0,1,1,1,1,5,2,500,1,318.14
NS24868C,11640,-92,2,1,2,0,1,2,1,4,4,1,2,2,1,0,0,1,0,0,2,1,0,1,1,2,2,2,1,1,3,28,0,1,1,2,1,2,1,5,10,-91,2,1,2,2,1,-91,1,4,4,2,17,-91,3,1,2,1,1,4,3,6000,2,318.06
NS18471D,-91,10000,10,1,2,1,1,2,1,16,9,1,3,6,1,0,0,2,1,0,2,3,0,4,1,1,5,2,2,2,3,39,0,2,1,-1,2,2,2,4,17,-91,2,1,2,2,1,-91,1,4,4,2,9,-91,-1,1,1,1,2,2,1,-1,1,318.05
NS18448C,20800,47800,1,1,2,0,1,2,1,14,4,1,1,1,1,0,0,1,0,0,2,1,0,2,7,3,1,1,1,2,3,34,10,2,3,6,2,2,2,5,13,-91,2,1,2,2,1,-91,1,4,4,2,11,-91,2,1,1,1,2,2,1,-1,3,317.95
NS20948H,26400,33420,1,1,2,2,1,2,1,6,2,1,2,2,1,0,2,1,0,0,1,3,0,2,1,2,2,2,2,1,3,39,3,2,3,-91,2,2,2,5,5,-91,1,1,2,2,1,-91,9,4,4,2,11,-91,1,1,5,2,1,5,6,-1,2,317.85
NS25944G,21500,45500,1,1,2,0,1,2,1,8,8,1,1,1,1,0,0,2,0,0,2,2,0,2,1,2,5,2,2,2,3,39,0,2,1,2,2,2,2,5,18,-91,1,1,2,1,1,-91,2,4,4,2,10,-91,0,1,1,1,2,2,1,-1,1,317.85
NS13759B,10400,10400,1,1,2,1,1,2,1,15,15,1,3,6,1,0,1,1,0,0,2,2,0,2,5,2,3,2,2,2,3,40,3,2,2,-91,2,2,2,5,16,-91,2,1,2,2,2,1,4,4,2,2,9,-91,0,1,1,1,2,2,1,-1,2,317.84
NS13107N,-91,-92,10,1,2,0,1,2,1,20,3,1,3,6,1,0,0,1,0,0,2,1,0,2,1,2,4,2,-92,2,3,36,0,2,1,2,2,2,2,5,16,-91,1,1,2,1,2,1,3,4,1,2,15,-91,0,2,1,1,1,4,1,6000,2,317.84
NS22060K,27600,57600,1,1,1,0,1,2,1,2,2,1,1,1,1,0,0,1,0,0,2,1,0,1,1,1,4,2,2,1,3,39,0,2,2,-97,-97,-97,-97,5,16,-91,2,2,2,2,1,-91,1,4,4,2,13,-91,0,1,5,2,2,2,6,-1,2,317.81
NS23843M,-1,-1,1,1,2,0,1,2,1,15,9,1,1,1,1,0,0,1,0,0,2,1,0,1,1,4,2,2,2,1,3,25,-92,2,3,5,2,2,2,5,9,-91,2,1,2,2,1,-91,9,4,4,2,17,-91,10,1,1,1,1,4,2,-1,2,317.81
NS21379A,-1,-1,1,1,2,2,1,4,1,2,20,2,1,1,2,1,0,2,0,0,2,3,0,5,7,1,4,2,2,2,3,29,3,2,1,5,1,2,2,5,12,-91,2,2,2,1,1,-91,1,4,4,2,16,-91,1,1,1,1,2,7,1,-1,1,317.79
NS17086Z,-91,18860.4,10,1,2,1,1,2,1,15,15,1,3,6,1,0,1,2,0,0,2,3,0,3,1,2,4,2,1,1,3,33,0,2,1,3,2,2,2,5,15,-91,1,1,2,1,2,2,9,4,4,2,16,-91,1,2,1,1,2,2,1,-1,1,317.73
NS10421Q,7280,21320,1,1,2,0,1,2,1,15,9,1,1,1,1,0,0,2,1,0,2,2,0,7,1,3,2,2,2,1,3,32,5,2,4,-91,2,2,2,1,6,-91,1,2,2,2,2,2,9,4,4,2,15,1,1,1,1,1,2,7,1,-1,3,317.69
NS11706J,2808,12707.76,2,1,2,0,1,2,1,2,4,1,2,2,1,0,0,1,0,0,2,1,0,6,1,1,3,2,1,1,3,40,1,2,2,1,2,2,2,5,9,-91,1,1,2,2,1,-91,1,4,4,2,12,-91,1,1,1,1,2,5,1,1900,2,317.67
NS23372J,17251,17251,1,1,2,1,1,2,1,9,-98,-98,1,1,-98,0,0,2,0,0,5,2,1,3,1,2,2,2,2,1,2,37,5,2,4,2,2,2,2,5,17,-91,1,1,2,1,1,-91,1,4,4,2,15,-91,0,1,1,1,2,2,1,-8,1,317.51
NS18895F,-999,-999,1,1,2,3,1,2,1,-98,9,1,-98,-98,1,0,2,1,0,0,-98,3,1,4,1,1,2,2,1,2,3,39,0,2,1,2,2,2,2,5,19,-91,2,1,2,2,1,-91,1,4,4,2,16,-91,1,1,1,1,2,2,1,16400,2,317.51
NS22366Y,29000,64000,1,1,2,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,2,1,0,2,1,4,5,2,2,1,3,31,0,2,1,6,2,1,2,2,13,-91,2,1,2,2,2,2,9,4,4,2,18,-91,0,1,1,1,2,7,1,-1,2,317.5
NS14315F,-1,-1,2,1,2,1,1,2,1,4,1,1,2,2,1,0,1,1,0,1,2,2,0,1,1,1,4,2,2,2,3,25,3,2,3,3,1,2,2,5,13,-91,1,1,2,1,2,1,1,4,4,2,15,-91,0,1,1,1,2,5,1,-1,1,317.5
NS12700Y,-1,-1,1,1,2,1,1,1,1,-98,3,1,-98,-98,1,0,1,1,0,0,-98,2,1,2,1,1,2,2,1,1,3,32,0,2,1,6,2,2,2,5,13,-91,1,1,2,2,1,-91,1,4,4,2,10,-91,1,1,1,1,2,5,1,-1,1,317.46
NS19956B,-91,-91,10,1,2,1,1,4,2,15,-98,-98,3,6,-98,0,1,1,0,0,5,2,1,5,1,1,3,1,1,1,2,34,2,2,1,4,2,2,2,5,10,-91,1,1,2,1,2,2,9,4,4,2,12,-91,9,1,1,1,2,4,1,300,4,317.41
NS17637Q,-91,18000,10,1,2,1,1,1,1,15,15,1,3,6,1,0,1,1,0,0,2,2,0,2,1,3,2,2,2,1,3,21,3,2,4,3,2,2,2,5,18,-91,1,1,2,1,2,2,9,4,4,2,12,-91,2,2,1,1,2,2,1,20000,2,317.39
NS23192T,12000,-1,1,1,2,0,1,2,1,15,8,1,1,1,1,0,0,1,1,0,2,2,0,4,1,4,2,2,1,2,3,31,1,2,3,3,2,1,2,5,15,-91,2,1,2,1,2,1,9,4,4,2,10,-91,0,1,1,1,2,7,1,1200,2,317.37
NS22561X,3494.4,-999,2,1,1,0,1,2,1,20,4,1,2,2,1,0,0,2,1,0,2,3,0,4,1,2,3,2,2,2,3,40,1,2,1,4,2,2,2,5,12,-91,1,1,2,2,1,-91,1,4,4,2,12,-91,0,1,2,1,1,5,3,-1,2,317.26
NS15737B,-92,-92,1,1,2,0,1,2,1,2,-98,-98,1,1,-98,0,0,1,1,0,4,1,1,1,1,1,3,1,1,1,3,43,3,2,3,5,2,2,1,5,14,-91,2,2,2,2,1,-91,1,4,4,2,12,-91,1,1,1,1,2,4,2,-1,2,317.19
NS18892C,30000,30000,4,1,1,0,1,2,1,9,-98,-98,2,2,-98,0,0,1,0,0,2,1,1,-99,1,1,5,2,1,2,3,36,0,2,1,3,2,2,2,5,16,-91,2,1,2,2,2,1,3,4,1,2,14,-91,12,1,1,1,1,4,1,500,2,317.12
NS18887N,22100,22100,1,1,2,1,1,1,1,-98,16,1,-98,-98,1,0,0,2,0,0,-98,2,1,-99,1,3,3,2,1,1,3,38,3,2,3,5,2,2,2,5,13,-91,1,2,2,1,2,2,9,4,4,2,0,-91,4,1,1,1,1,4,1,-1,2,317.05
NS21300D,-92,-92,1,1,2,0,1,2,1,9,9,1,1,1,1,0,0,1,0,0,2,1,0,5,1,1,2,-96,-96,-96,3,-96,1,2,2,2,1,1,2,5,8,-91,1,1,1,1,2,2,9,4,4,2,11,-91,4,1,1,1,1,7,1,5000,1,316.93
NS14917W,6250.4,24250.4,2,1,2,1,1,2,1,15,15,3,2,2,3,0,0,2,0,0,2,2,0,6,1,2,2,2,2,2,3,38,0,2,1,3,2,2,2,5,15,-91,2,1,2,1,2,2,9,4,4,2,7,-91,0,1,1,1,1,7,1,-1,2,316.9
NS17193S,12448.28,40448.28,1,1,2,0,1,2,2,14,16,1,1,1,1,0,0,1,0,0,2,1,0,2,1,3,3,2,2,-1,3,39,1,2,1,3,2,2,2,5,16,-91,1,2,2,1,2,2,9,4,4,2,12,-91,0,1,1,1,1,7,1,10000,1,316.85
NS21516J,11544,32318,1,1,2,2,1,2,1,15,9,1,1,1,1,0,0,1,0,0,2,1,0,2,1,2,-91,2,1,2,3,23,2,2,1,5,2,2,2,5,8,-91,1,2,2,1,2,2,9,4,4,2,11,-91,0,1,1,1,1,4,1,9000,2,316.85
NS11866D,3300,26300,1,1,2,1,1,2,1,2,1,1,2,2,1,0,0,2,0,0,2,2,0,2,1,2,3,2,2,1,1,29,3,2,2,3,2,2,2,5,11,-91,2,1,2,2,1,-91,1,4,4,2,18,-91,1,1,1,1,1,4,1,3500,1,316.85
NS14225Y,-999,-999,1,1,2,1,1,6,1,15,4,1,1,1,1,0,0,2,0,0,2,2,0,2,3,2,3,2,2,1,3,36,0,2,2,4,2,1,1,5,11,-91,1,1,2,1,2,1,9,4,4,2,17,-91,1,1,1,1,1,5,1,2000,2,316.8
NS17267Q,14040,27560,2,1,2,1,1,2,1,15,20,1,2,2,1,0,1,1,0,0,2,2,0,1,3,1,4,2,2,1,3,44,0,-92,-1,-92,2,2,2,5,18,-91,1,1,2,2,1,-91,1,4,4,2,12,-91,-1,1,1,1,2,5,1,225,1,316.78
